8.926083942781207e-05	0.0001283512167296001	5.4277140443333547e-05	3.6588861731928376e-06	1.72055375385894e-06	7.710303908683369	69.19624790061302	
0.00010825298539343156	8.072938722935162e-05	2.5573465226969235e-06	3.45861479689831e-06	1.943708909947449e-06	35.26090793602689	79.38273628756735	
6.004652207168411e-05	7.690313838175068e-05	4.642230526819648e-05	3.841409315983415e-06	1.2881469544659074e-06	1.9157893967086959	24.69216478577059	
0.00012229335637954994	3.1228244366824656e-06	5.4463101458398076e-05	3.669374341065301e-06	1.6831105101387578e-06	37.87975885995711	79.1562623049374	
7.69549394340004e-05	0.00010363134087851595	6.775930132285949e-05	3.371766667240745e-06	1.2297901877529534e-06	64.63759296942673	69.11867243824527	
5.626061899566934e-05	6.064105532525708e-05	6.325219743767687e-05	3.520681116729243e-06	1.5677610990540884e-06	22.798534111384015	26.776998446399293	
9.61325732634772e-05	2.1130132955308343e-06	8.935112969755721e-05	3.425486365291096e-06	1.9298235388113896e-06	33.081304986520024	16.05441211420596	
0.00012094232153269547	8.057934304305622e-05	9.898573447554959e-06	3.0796181762065206e-06	1.2289012151142726e-06	10.133759129270372	31.258724557185	
9.064138216749612e-05	9.727809506883509e-05	6.87563696820193e-05	3.3643429530394272e-06	1.9337194680925757e-06	57.230273713892096	1.1990665930062505	
6.935538791956397e-05	2.0241040960018266e-05	2.423594813699442e-05	3.109115024426194e-06	1.1873266779039615e-06	88.28068787875162	69.58213707479563	
